dataset,model,strategy,target_feature,repeat,model_total_parameters,model_trainable_parameters,model_non_trainable_parameters,timing_total_training_time_ms,timing_avg_epoch_time_ms,timing_avg_batch_time_ms,timing_inference_time_ms,memory_peak_gpu_memory_mb,memory_avg_gpu_memory_mb,memory_model_memory_mb,memory_peak_cpu_memory_mb,overall_mse,overall_rmse,overall_mae,mse,rmse,mae
exchange,micn,CD,,1,25202792,25202792,0,107553.51686477661,4427.015463511149,83.7102196519337,26.37020746866862,420.3994140625,418.1760990203373,96.14102172851562,2128.1328125,0.056815698742866516,0.2383604347705841,0.17138798534870148,0.06403986364603043,0.2530609965324402,0.18956135213375092
exchange,micn,CI,OT,1,929633,929633,0,48632.21001625061,3034.974306821823,20.439362951687404,39.22573725382487,32.5107421875,32.44889904203869,3.5462684631347656,2003.015625,0.06711165606975555,0.2590591609477997,0.19652947783470154,0.06711165606975555,0.2590591609477997,0.19652947783470154
exchange,pyraformer,CD,,1,225712,225712,0,65291.600942611694,4660.242233957563,77.17153896279886,95.39039929707845,24.90625,24.748071787308675,0.86102294921875,2120.8671875,0.0798146054148674,0.2825147807598114,0.20288655161857605,0.08000161498785019,0.28284555673599243,0.20497475564479828
exchange,pyraformer,CI,OT,1,1756960,1756960,0,73936.15126609802,5680.455813041101,119.92382304572361,113.8455867767334,48.775390625,48.67048885359432,6.7022705078125,1936.9609375,0.07471892982721329,0.2733476459980011,0.2004806399345398,0.07471892982721329,0.2733476459980011,0.2004806399345398
exchange,rnn,CD,,1,19082496,19082496,0,38928.669691085815,2963.4999495286206,6.424535486886078,1.3974706331888835,308.2900390625,308.0779455462073,72.7939453125,1397.89453125,0.2849547863006592,0.5338115692138672,0.3884602189064026,0.3569185733795166,0.5974266529083252,0.48133066296577454
exchange,rnn,CI,OT,1,5781600,5781600,0,29497.50256538391,2678.6439418792725,13.796813560254646,34.36509768168131,105.7626953125,104.99952651515152,22.0550537109375,1283.13671875,0.13296593725681305,0.36464494466781616,0.2805708944797516,0.13296593725681305,0.36464494466781616,0.2805708944797516
exchange,scinet,CD,,1,34752,34752,0,57270.45440673828,3812.354882558187,57.14330824594649,16.205628712972004,21.8251953125,21.681803385416668,0.132568359375,1817.97265625,0.058710504323244095,0.24230250716209412,0.17465847730636597,0.060311369597911835,0.24558372795581818,0.1832803636789322
exchange,scinet,CI,OT,1,18792,18792,0,193360.92948913574,11370.568555944106,51.15423716750799,10.67026456197103,17.1083984375,17.10779650763662,0.071685791015625,1695.0390625,0.06118807941675186,0.24736224114894867,0.18254895508289337,0.06118807941675186,0.24736224114894867,0.18254895508289337
exchange,segrnn,CD,,1,401158,401158,0,35872.705936431885,3260.5860016562724,3.8699482961669647,0.9438097476959229,24.962890625,24.80687490135732,1.5302963256835938,1770.35546875,0.05577443167567253,0.2361661046743393,0.16865426301956177,0.06167503818869591,0.24834460020065308,0.18572071194648743
exchange,segrnn,CI,OT,1,101830,101830,0,28862.12110519409,2623.3111945065584,5.264632113568195,2.4302005767822266,19.00634765625,18.967346455627705,0.38845062255859375,1662.51953125,0.06407143920660019,0.25312337279319763,0.188939169049263,0.06407143920660019,0.25312337279319763,0.188939169049263
exchange,ssrnn,CD,,1,16608,16608,0,38350.878953933716,2738.65236554827,6.526337188928306,1.8999576568603516,20.4638671875,20.313900071747447,0.0633544921875,2105.9921875,0.06536893546581268,0.25567349791526794,0.18759337067604065,0.0848453938961029,0.2912823259830475,0.22192654013633728
exchange,ssrnn,CI,OT,1,115296,115296,0,35310.48607826233,2941.892067591349,1.6962479907298775,0.4926820596059163,18.1064453125,18.105353210198047,0.4398193359375,1998.13671875,0.06968386471271515,0.2639770209789276,0.19476036727428436,0.06968386471271515,0.2639770209789276,0.19476036727428436
exchange,tcn,CD,,1,9545632,9545632,0,33455.22999763489,3035.6570373881946,5.7616397052769175,1.7988085746765137,162.7763671875,162.6487334280303,36.4136962890625,1320.15234375,0.6647098064422607,0.8152973651885986,0.6929537653923035,0.2075076848268509,0.4555301070213318,0.3536869287490845
exchange,tcn,CI,OT,1,1286528,1286528,0,58828.20725440979,2552.651063255642,6.49923468722073,4.461844762166341,37.46435546875,36.694205526979815,4.90771484375,1196.96484375,0.1327020525932312,0.3642829358577728,0.28244420886039734,0.1327020525932312,0.3642829358577728,0.28244420886039734
exchange,tide,CD,,1,1592226,1592226,0,96103.15990447998,3198.9220221837363,30.27963638305664,11.796315511067709,44.876953125,44.55616396949405,6.073860168457031,2016.8125,0.05562703311443329,0.23585383594036102,0.16839033365249634,0.06095437332987785,0.2468893975019455,0.18508964776992798
exchange,tide,CI,OT,1,296429,296429,0,33901.20553970337,3081.0277678749776,6.850341621338987,1.8242597579956055,21.0107421875,21.006131738390852,1.1307868957519531,1908.19921875,0.06315307319164276,0.2513027489185333,0.18717512488365173,0.06315307319164276,0.2513027489185333,0.18717512488365173
exchange,timemixer,CD,,1,62552,62552,0,38962.658405303955,3246.061603228251,8.081330193413628,1.816113789876302,18.0947265625,18.08912037037037,0.238616943359375,1701.25,0.22817662358283997,0.4776783585548401,0.39317482709884644,0.07864917069673538,0.28044459223747253,0.2225561887025833
exchange,timemixer,CI,OT,1,1097855,1097855,0,86469.04182434082,3928.4212372519755,16.417230955010446,12.79375950495402,33.2626953125,33.25499844363777,4.187984466552734,1584.85546875,0.1457071602344513,0.3817160725593567,0.27076300978660583,0.1457071602344513,0.3817160725593567,0.27076300978660583
exchange,timesnet,CD,,1,26353344,26353344,0,187271.160364151,15581.226309140524,566.762488039713,200.7273038228353,435.4130859375,433.8831050812252,100.530029296875,2019.69140625,0.07948338985443115,0.2819279730319977,0.203557550907135,0.07370691001415253,0.2714901566505432,0.20166948437690735
exchange,timesnet,CI,OT,1,44439776,44439776,0,211659.20114517212,12373.692821053897,433.81142950191554,147.3995844523112,695.1708984375,693.7165000765931,169.5242919921875,1895.875,0.07895511388778687,0.28098952770233154,0.20756977796554565,0.07895511388778687,0.28098952770233154,0.20756977796554565
exchange,transformer,CD,,1,4870144,4870144,0,31595.54386138916,2869.823217391968,9.23464356399164,16.736825307210285,93.7001953125,93.53500900776054,18.578125,1370.78515625,0.3565930724143982,0.5971541404724121,0.4609372615814209,0.18981565535068512,0.4356783926486969,0.34398606419563293
exchange,transformer,CI,OT,1,3150688,3150688,0,35864.92323875427,2751.372997577374,15.466573910835463,4.619042078653972,70.25146484375,69.88265510531136,12.0189208984375,1254.4453125,0.8347846865653992,0.9136655330657959,0.7818422913551331,0.8347846865653992,0.9136655330657959,0.7818422913551331
exchange,tsmixer,CD,,1,36400,36400,0,54746.58823013306,2736.5525603294373,4.512694405346382,0.9183088938395182,18.7099609375,18.67675721703506,0.13885498046875,1737.4765625,0.07045046985149384,0.26542508602142334,0.1928195357322693,0.0982709527015686,0.31348198652267456,0.23540553450584412
exchange,tsmixer,CI,OT,1,210210,210210,0,43107.003927230835,3078.1188011169434,2.989072438060081,0.7656912008921305,19.5595703125,19.558130442570548,0.8018875122070312,1606.84375,0.07258982956409454,0.26942500472068787,0.19985952973365784,0.07258982956409454,0.26942500472068787,0.19985952973365784
illness,autoformer,CD,,1,6878727,6878727,0,44875.73194503784,1475.6681203842163,61.17963949839274,94.8479175567627,144.30908203125,143.75734375,26.24026107788086,1456.9609375,3.468590021133423,1.862415075302124,1.3386727571487427,0.7262312769889832,0.8521920442581177,0.6765884160995483
illness,autoformer,CI,OT,1,4606977,4606977,0,45216.24660491943,1659.6657700008816,47.71948920355903,51.01215839385986,109.11083984375,108.91387261284723,17.574222564697266,1419.9609375,0.44680672883987427,0.6684360504150391,0.5285471081733704,0.44680672883987427,0.6684360504150391,0.5285471081733704
illness,dlinear,CD,,1,2748,2748,0,26446.815729141235,880.5606921513876,3.8084771898057728,1.2705326080322266,17.59814453125,17.401991102430557,0.0104827880859375,877.07421875,1.7393776178359985,1.3188546895980835,0.9321414232254028,1.112526774406433,1.0547637939453125,0.9073905348777771
illness,dlinear,CI,OT,1,2670,2670,0,25676.52916908264,855.1710287729899,2.3884948094685874,0.9428262710571289,16.37841796875,16.376630859375,0.01018524169921875,857.01171875,0.44998839497566223,0.6708117723464966,0.57459557056427,0.44998839497566223,0.6708117723464966,0.57459557056427
illness,dssrnn,CD,,1,301400,301400,0,37386.96265220642,1243.6195453008015,17.256270514594185,9.726524353027344,25.10400390625,24.869911024305555,1.149749755859375,1933.94921875,1.9087846279144287,1.3815877437591553,0.9063917994499207,0.6699908971786499,0.8185297250747681,0.5909805297851562
illness,dssrnn,CI,OT,1,85848,85848,0,36570.86896896362,1217.6011323928833,11.762033568488228,2.54058837890625,20.82373046875,20.76298828125,0.327484130859375,1929.84765625,0.5511656403541565,0.7424052953720093,0.5927237868309021,0.5511656403541565,0.7424052953720093,0.5927237868309021
illness,informer,CD,,1,470663,470663,0,45000.908851623535,1491.2203152974446,85.7469876607259,16.829967498779297,32.56689453125,32.31130099826389,1.7954368591308594,1930.40234375,2.445099115371704,1.5636812448501587,0.9154443144798279,0.4272093176841736,0.653612494468689,0.5004110932350159
illness,informer,CI,OT,1,1126401,1126401,0,39534.897327423096,1299.3973811467488,42.179224226209854,23.070812225341797,41.58154296875,41.388509114583336,4.296878814697266,1911.6953125,0.4318830072879791,0.6571780443191528,0.5032442212104797,0.4318830072879791,0.6571780443191528,0.5032442212104797
illness,lightts,CD,,1,109522,109522,0,36623.70777130127,1217.3957983652751,6.6047922770182295,2.506375312805176,21.23095703125,21.218787434895834,0.41779327392578125,1850.4765625,1.5961767435073853,1.2633988857269287,0.7981773018836975,0.4496270716190338,0.6705423593521118,0.5295041799545288
illness,lightts,CI,OT,1,4836,4836,0,38422.855615615845,1278.5708506902058,5.895249843597412,1.847982406616211,19.3603515625,19.35941162109375,0.0184478759765625,1850.4765625,0.49623632431030273,0.7044404149055481,0.5075190663337708,0.49623632431030273,0.7044404149055481,0.5075190663337708
illness,linear,CD,,1,1416,1416,0,26061.659812927246,867.3691352208456,1.6081754366556804,0.3108978271484375,16.4365234375,16.43283203125,0.005401611328125,853.80078125,1.7764297723770142,1.3328276872634888,0.9669420123100281,1.4196354150772095,1.1914845705032349,1.0165717601776123
illness,linear,CI,OT,1,1338,1338,0,25922.377586364746,862.5927766164144,1.9787955284118652,0.3542900085449219,16.3154296875,16.287521158854165,0.00510406494140625,848.30078125,0.6114391684532166,0.7819457650184631,0.6600756049156189,0.6114391684532166,0.7819457650184631,0.6600756049156189
illness,micn,CD,,1,19487547,19487547,0,41896.36015892029,1349.3517955144246,34.45363998413086,23.306846618652344,329.923828125,326.80407552083335,74.33909225463867,1944.21484375,2.9955039024353027,1.7307524681091309,0.9487894177436829,0.39047130942344666,0.6248770356178284,0.46853163838386536
illness,micn,CI,OT,1,2562869,2562869,0,30409.971714019775,1374.5285380970347,19.09461671655828,13.055801391601562,60.83349609375,60.69839533025568,9.776569366455078,1939.22265625,0.3916643261909485,0.625830888748169,0.48176345229148865,0.3916643261909485,0.625830888748169,0.48176345229148865
illness,pyraformer,CD,,1,4579708,4579708,0,44424.877643585205,1466.0171747207642,44.92328643798828,58.97068977355957,100.7900390625,100.20001302083334,17.470199584960938,1906.7421875,1.685077428817749,1.2981053590774536,0.8260743021965027,0.4729476273059845,0.6877118945121765,0.5237078666687012
illness,pyraformer,CI,OT,1,5156772,5156772,0,42893.45097541809,1398.4944581985474,62.73796823289659,62.11376190185547,107.96533203125,107.259814453125,19.671524047851562,1884.21484375,0.4666075110435486,0.6830867528915405,0.5061895847320557,0.4666075110435486,0.6830867528915405,0.5061895847320557
illness,rnn,CD,,1,12024060,12024060,0,17165.84849357605,1123.4644730885823,9.45530891418457,2.6276111602783203,203.00634765625,202.07908854166666,45.86814880371094,1228.4453125,1.694168210029602,1.3016021251678467,0.8847333192825317,1.256434440612793,1.1209079027175903,1.039441466331482
illness,rnn,CI,OT,1,3036708,3036708,0,31136.125326156616,1033.4664583206177,8.117116822136772,2.6023387908935547,66.31591796875,65.84195963541667,11.584121704101562,1203.7734375,1.6009618043899536,1.2652912139892578,1.1373636722564697,1.6009618043899536,1.2652912139892578,1.1373636722564697
illness,scinet,CD,,1,52936,52936,0,67606.2204837799,2222.7063417434692,107.99917380015056,36.96882724761963,21.08935546875,21.076261393229167,0.201934814453125,1594.52734375,1.5343977212905884,1.2387081384658813,0.795204758644104,0.3998817205429077,0.6323620080947876,0.5011309385299683
illness,scinet,CI,OT,1,2816,2816,0,35770.200967788696,1180.844243367513,39.74717987908257,57.061195373535156,19.80419921875,19.74839409722222,0.0107421875,1574.52734375,0.372265487909317,0.6101356148719788,0.4813191592693329,0.372265487909317,0.6101356148719788,0.4813191592693329
illness,segrnn,CD,,1,1591308,1591308,0,31189.968824386597,1196.823000907898,4.734428570820735,1.4153321584065754,51.37109375,50.62491267277644,6.0703582763671875,1524.52734375,1.94410240650177,1.394310712814331,0.8867257833480835,0.5951172113418579,0.7714384198188782,0.6206186413764954
illness,segrnn,CI,OT,1,1584390,1584390,0,32305.75156211853,1070.8205143610637,7.1540117263793945,2.7806758880615234,51.44287109375,50.47554253472222,6.043968200683594,1523.02734375,0.49081796407699585,0.7005839943885803,0.4995753765106201,0.49081796407699585,0.7005839943885803,0.4995753765106201
illness,ssrnn,CD,,1,8868,8868,0,36514.872550964355,1216.1326328913372,8.031868934631348,3.0488967895507812,20.63916015625,20.442274305555557,0.0338287353515625,1939.22265625,1.6398944854736328,1.2805836200714111,0.8397348523139954,0.5000317692756653,0.7071292400360107,0.5312408208847046
illness,ssrnn,CI,OT,1,84516,84516,0,21893.364191055298,1215.4716783099705,2.8150359789530435,1.1696815490722656,20.57177734375,20.564542643229167,0.3224029541015625,1934.94921875,0.5997958183288574,0.7744648456573486,0.5460690855979919,0.5997958183288574,0.7744648456573486,0.5460690855979919
illness,tcn,CD,,1,1269020,1269020,0,19943.37224960327,945.9827400389172,6.90227917262486,7.964730262756348,36.02392578125,35.945631045386904,4.8409271240234375,1157.49609375,3.768397092819214,1.9412360191345215,1.5114389657974243,3.0057263374328613,1.7337030172348022,1.6071029901504517
illness,tcn,CI,OT,1,272708,272708,0,11044.520378112793,847.6553696852463,16.230259186182266,16.069650650024414,20.72802734375,20.596329126602566,1.0402984619140625,1146.078125,1.8224338293075562,1.3499754667282104,1.2341636419296265,1.8224338293075562,1.3499754667282104,1.2341636419296265
illness,tide,CD,,1,2629450,2629450,0,46817.36207008362,1551.375921567281,39.198032220204674,8.946061134338379,59.67822265625,59.569934895833335,10.030555725097656,1850.4765625,1.5587331056594849,1.2484923601150513,0.8621423840522766,0.47744834423065186,0.6909763813018799,0.6042667031288147
illness,tide,CI,OT,1,990975,990975,0,36809.04030799866,1215.8074935277302,8.69478146235148,3.1931400299072266,34.42919921875,34.38966796875,3.7802696228027344,1848.4765625,0.36682310700416565,0.6056592464447021,0.4765113294124603,0.36682310700416565,0.6056592464447021,0.4765113294124603
illness,timemixer,CD,,1,152651,152651,0,68022.86887168884,2258.7397734324136,54.691796700159706,12.478351593017578,21.8662109375,21.859423828125,0.5823173522949219,1511.52734375,3.005401372909546,1.7336093187332153,1.259447693824768,2.952610731124878,1.7183161973953247,1.6109932661056519
illness,timemixer,CI,OT,1,37472,37472,0,29757.890224456787,1238.8042906920116,8.802471061547598,3.098090489705404,19.8369140625,19.835165405273436,0.1429443359375,1511.02734375,1.8959779739379883,1.3769451379776,1.2708077430725098,1.8959779739379883,1.3769451379776,1.2708077430725098
illness,timesnet,CD,,1,67213564,67213564,0,44970.9095954895,2268.8167973568566,105.29171918567859,55.59051036834717,1052.43408203125,1048.3085115131578,256.39939880371094,1889.5625,2.1338255405426025,1.4607620239257812,0.9294474720954895,0.4362843334674835,0.660518229007721,0.512336790561676
illness,timesnet,CI,OT,1,18912804,18912804,0,44519.28520202637,1441.9016440709431,102.93088489108615,60.517072677612305,318.68896484375,315.36396484375,72.14662170410156,1822.296875,0.41273245215415955,0.6424425840377808,0.5043871402740479,0.41273245215415955,0.6424425840377808,0.5043871402740479
illness,transformer,CD,,1,1028796,1028796,0,16368.311166763306,1255.919676560622,10.345765260549692,1.4885266621907551,33.716796875,33.651924954927885,3.9245452880859375,1178.25,2.2593495845794678,1.5031132698059082,1.0354061126708984,1.508837342262268,1.2283474206924438,1.1381714344024658
illness,transformer,CI,OT,1,729124,729124,0,19915.811777114868,1101.1591752370198,4.527011182573107,0.9084542592366537,33.138671875,32.514042154947916,2.7813873291015625,1175.75,0.624139130115509,0.7900247573852539,0.7161614298820496,0.624139130115509,0.7900247573852539,0.7161614298820496
illness,tsmixer,CD,,1,46560,46560,0,19164.665937423706,1125.4128428066479,7.95287945691277,2.2389888763427734,20.26025390625,20.247616038602942,0.1776123046875,1518.52734375,1.344580888748169,1.1595606803894043,0.7922444343566895,0.37308940291404724,0.6108104586601257,0.4965652525424957
illness,tsmixer,CI,OT,1,79230,79230,0,31678.295373916626,1054.0977636973064,6.054329872131348,2.3148059844970703,20.72802734375,20.668082682291665,0.30223846435546875,1513.52734375,0.5456693172454834,0.7386943101882935,0.5611693859100342,0.5456693172454834,0.7386943101882935,0.5611693859100342
milano6165,autoformer,CD,,1,9762821,9762821,0,250547.80435562134,13886.441164546542,70.68171182128833,185.71504524775915,189.087890625,189.02031938377388,37.24220657348633,1449.85546875,0.6275613903999329,0.7921877503395081,0.5755637884140015,0.48561981320381165,0.6968642473220825,0.5148182511329651
milano6165,autoformer,CI,OT,1,695809,695809,0,93292.3014163971,4235.500975088639,74.31605909809922,294.17598247528076,35.79443359375,35.75386371034564,2.6543006896972656,1458.63671875,0.5753570795059204,0.7585229873657227,0.5639438033103943,0.5753570795059204,0.7585229873657227,0.5639438033103943
milano6165,dlinear,CD,,1,2714,2714,0,53811.88893318176,2445.0766281648116,2.2489113780008756,12.080601283482142,16.5234375,16.52028067199589,0.01035308837890625,880.3515625,0.2908412218093872,0.5392969846725464,0.4020500183105469,0.19001665711402893,0.4359090030193329,0.34526360034942627
milano6165,dlinear,CI,OT,1,2670,2670,0,71206.17914199829,2372.176686922709,3.651032182905409,1.4591217041015625,16.59326171875,16.582923719618055,0.01018524169921875,861.88671875,0.2233833521604538,0.472634494304657,0.35940828919410706,0.2233833521604538,0.472634494304657,0.35940828919410706
milano6165,dssrnn,CD,,1,301400,301400,0,70205.92856407166,2806.349744796753,5.006535915618247,1.9435201372419084,24.826171875,24.820181183510638,1.149749755859375,1917.23046875,0.4613301157951355,0.6792128682136536,0.4675285816192627,0.27297309041023254,0.5224682688713074,0.3727060854434967
milano6165,dssrnn,CI,OT,1,301400,301400,0,80739.44020271301,2689.938449859619,2.8608366107264307,1.0100773402622767,24.67626953125,24.67292428523936,1.149749755859375,1914.73046875,0.29467496275901794,0.5428397059440613,0.3959566056728363,0.29467496275901794,0.5428397059440613,0.3959566056728363
milano6165,informer,CD,,1,1726725,1726725,0,134090.7962322235,4453.30597559611,19.209097106824213,6.936260632106236,56.232421875,56.2247787858423,6.586933135986328,1914.73046875,0.13408201932907104,0.36617210507392883,0.24357645213603973,0.08005109429359436,0.2829330265522003,0.20507799088954926
milano6165,informer,CI,OT,1,180417,180417,0,110057.01231956482,4398.007383346558,18.13411589591734,6.495731217520578,25.27734375,25.276309433803764,0.6882362365722656,1913.73046875,0.10807043313980103,0.3287406861782074,0.24473820626735687,0.10807043313980103,0.3287406861782074,0.24473820626735687
milano6165,lightts,CD,,1,10002,10002,0,90992.47336387634,3031.2166611353555,5.009373199982456,1.514230455671038,20.30859375,20.307982435875896,0.03815460205078125,1890.23046875,0.19060707092285156,0.4365856945514679,0.29924845695495605,0.17249026894569397,0.4153194725513458,0.29016098380088806
milano6165,lightts,CI,OT,1,107500,107500,0,77925.73571205139,2595.6106185913086,7.043784194522434,2.239108085632324,21.96044921875,21.946742078993054,0.4100799560546875,1890.23046875,0.24774865806102753,0.4977435767650604,0.33729904890060425,0.24774865806102753,0.4977435767650604,0.33729904890060425
milano6165,linear,CD,,1,1382,1382,0,76374.14598464966,2544.5361216863,1.4569461986582766,0.22302355085100448,16.39453125,16.393964038698478,0.00527191162109375,868.96875,0.2937539219856262,0.5419906973838806,0.40219026803970337,0.19617639482021332,0.4429180324077606,0.35043787956237793
milano6165,linear,CI,OT,1,1338,1338,0,76490.69809913635,2548.7282037734985,1.4502145056228912,0.2069643565586635,16.31494140625,16.30899435063844,0.00510406494140625,850.38671875,0.22400078177452087,0.4732871949672699,0.35672906041145325,0.22400078177452087,0.4732871949672699,0.35672906041145325
milano6165,micn,CD,,1,1222841,1222841,0,122353.62672805786,4068.258492151896,15.472566611450633,6.5913881574358255,40.044921875,40.03933324232751,4.664768218994141,1924.23046875,0.14685708284378052,0.3832193613052368,0.25966334342956543,0.09099080413579941,0.3016468286514282,0.22188790142536163
milano6165,micn,CI,OT,1,1102389,1102389,0,105064.35894966125,3492.228865623474,9.119513470639465,3.35538387298584,39.30517578125,39.3005372843862,4.205280303955078,1921.23046875,0.10942159593105316,0.33078935742378235,0.24500493705272675,0.10942159593105316,0.33078935742378235,0.24500493705272675
milano6165,pyraformer,CD,,1,145700,145700,0,214556.82516098022,7147.681514422099,35.21896220449906,28.59130927494594,23.5966796875,23.595513412858423,0.5558013916015625,1910.23046875,0.15658912062644958,0.3957134187221527,0.27846401929855347,0.09608086198568344,0.30996912717819214,0.22927485406398773
milano6165,pyraformer,CI,OT,1,1119844,1119844,0,146486.0236644745,5627.690663704505,50.19542550494355,56.151628494262695,42.05419921875,42.04279693253887,4.2718658447265625,1909.23046875,0.2863196134567261,0.5350884199142456,0.3659573793411255,0.2863196134567261,0.5350884199142456,0.3659573793411255
milano6165,rnn,CD,,1,3511476,3511476,0,89965.83223342896,2991.544540723165,6.050456638404546,7.850936480930874,74.25390625,74.23739971858198,13.395217895507812,1229.89453125,0.09043067693710327,0.30071693658828735,0.21368761360645294,0.052629254758358,0.22941066324710846,0.17872554063796997
milano6165,rnn,CI,OT,1,1460772,1460772,0,75488.43932151794,2507.672397295634,4.430238074726528,1.1348724365234375,39.41943359375,39.14437459309896,5.5724029541015625,1202.37109375,0.09269963204860687,0.3044661283493042,0.23606877028942108,0.09269963204860687,0.3044661283493042,0.23606877028942108
milano6165,scinet,CD,,1,9192,9192,0,220926.4430999756,7355.428051948547,48.80859954382784,12.652720723833356,20.64892578125,20.648114429323478,0.035064697265625,1559.87109375,0.22785726189613342,0.47734397649765015,0.33439546823501587,0.1338995099067688,0.36592280864715576,0.26776865124702454
milano6165,scinet,CI,OT,1,2760,2760,0,106956.3980102539,3560.0302616755166,22.624590210880793,12.899603162493024,20.34130859375,20.340137065048758,0.010528564453125,1541.52734375,0.470102459192276,0.6856401562690735,0.47914162278175354,0.470102459192276,0.6856401562690735,0.47914162278175354
milano6165,segrnn,CD,,1,1585414,1585414,0,77306.9965839386,2567.453718185425,8.376059929529825,33.672451972961426,51.34521484375,51.03291286892361,6.047874450683594,1520.02734375,0.1669466644525528,0.40859106183052063,0.2720116972923279,0.12504315376281738,0.3536144196987152,0.2596493065357208
milano6165,segrnn,CI,OT,1,101190,101190,0,76061.8371963501,2534.4655990600586,4.928666353225708,2.040386199951172,22.2158203125,22.201319715711804,0.38600921630859375,1491.02734375,0.14053447544574738,0.37487927079200745,0.2669059634208679,0.14053447544574738,0.37487927079200745,0.2669059634208679
milano6165,ssrnn,CD,,1,300068,300068,0,89808.74752998352,2991.1648909250894,4.497808025729272,1.1197158268519811,24.697265625,24.695474560371864,1.1446685791015625,1918.73046875,0.22012361884117126,0.4691733419895172,0.3017812669277191,0.08705227077007294,0.29504621028900146,0.21383383870124817
milano6165,ssrnn,CI,OT,1,300068,300068,0,94294.39425468445,3140.7121578852334,14.940485689375135,25.81852674484253,24.73193359375,24.722616238064237,1.1446685791015625,1918.23046875,0.22248511016368866,0.4716832637786865,0.3215720057487488,0.22248511016368866,0.4716832637786865,0.3215720057487488
milano6165,tcn,CD,,1,936916,936916,0,75357.06734657288,3012.1302795410156,6.053430700814852,1.8347161156790597,31.259765625,31.254510248655915,3.5740509033203125,1159.53125,0.09797497093677521,0.3130095303058624,0.22625496983528137,0.0664500892162323,0.25777915120124817,0.19911953806877136
milano6165,tcn,CI,OT,1,272708,272708,0,34938.920736312866,2686.283936867347,6.188217434672404,2.5675296783447266,20.49462890625,20.4884986190671,1.0402984619140625,1137.8515625,0.07060056179761887,0.26570767164230347,0.19493651390075684,0.07060056179761887,0.26570767164230347,0.19493651390075684
milano6165,tide,CD,,1,3497530,3497530,0,144070.65749168396,4779.258211453755,22.776367416518564,4.80391298021589,73.51171875,73.49680552055331,13.342018127441406,1889.73046875,0.8747543096542358,0.9352830052375793,0.6309195756912231,0.6736529469490051,0.8207636475563049,0.5646956562995911
milano6165,tide,CI,OT,1,5488219,5488219,0,105586.06219291687,3501.07851823171,9.939289178472267,1.7535856791904993,103.80908203125,103.78644748263889,20.935894012451172,1889.23046875,0.6514790058135986,0.8071424961090088,0.5428505539894104,0.6514790058135986,0.8071424961090088,0.5428505539894104
milano6165,timemixer,CD,,1,1065995,1065995,0,97006.88052177429,3225.851241747538,15.364172779921944,10.918140411376953,36.546875,36.535222393062945,4.066448211669922,1466.15234375,0.07564307749271393,0.2750328779220581,0.1891520917415619,0.05141788348555565,0.22675511240959167,0.16453209519386292
milano6165,timemixer,CI,OT,1,538921,538921,0,78312.0014667511,2605.5967887242637,17.71429114871555,7.616519927978516,28.56591796875,28.538449435763887,2.0558204650878906,1446.77734375,0.08139937371015549,0.28530576825141907,0.19992952048778534,0.08139937371015549,0.28530576825141907,0.19992952048778534
milano6165,timesnet,CD,,1,20406708,20406708,0,126142.10867881775,5958.622398830596,34.54639737079892,14.129655701773506,335.65283203125,335.1016072528642,77.84541320800781,1889.23046875,0.22234341502189636,0.47153306007385254,0.3365214467048645,0.14334143698215485,0.37860459089279175,0.29712411761283875
milano6165,timesnet,CI,OT,1,89303588,89303588,0,462258.5515975952,15162.184683481852,476.6275902589162,182.49660730361938,1416.556640625,1412.4292541503905,340.66615295410156,1800.875,0.2251000851392746,0.4744471311569214,0.30768048763275146,0.2251000851392746,0.4744471311569214,0.30768048763275146
milano6165,transformer,CD,,1,713652,713652,0,80637.36009597778,2684.1676155726113,6.37624314490785,0.9393351418631417,29.65234375,29.641329025376773,2.7223663330078125,1193.37109375,0.09896193444728851,0.3145821690559387,0.22536590695381165,0.059846363961696625,0.24463516473770142,0.19383415579795837
milano6165,transformer,CI,OT,1,959780,959780,0,104802.47950553894,3487.842535972595,10.621237071184275,1.4984437397548132,33.37548828125,33.3714357218862,3.6612701416015625,1175.03125,0.07758187502622604,0.27853521704673767,0.20259878039360046,0.07758187502622604,0.27853521704673767,0.20259878039360046
milano6165,tsmixer,CD,,1,87512,87512,0,83358.49976539612,2777.1169741948447,5.994467194198717,1.434462411063058,21.57421875,21.570530321919325,0.333831787109375,1486.02734375,0.1460084319114685,0.38211050629615784,0.2643740177154541,0.08658283948898315,0.29424962401390076,0.2138611078262329
milano6165,tsmixer,CI,OT,1,30627,30627,0,77275.35700798035,2574.4096835454307,5.68729473484887,1.8041133880615234,20.63232421875,20.62727728949653,0.11683273315429688,1469.65234375,0.23229028284549713,0.481965035200119,0.32861971855163574,0.23229028284549713,0.481965035200119,0.32861971855163574
traffic,autoformer,CD,,1,2113630,2094174,19456,555803.8091659546,27786.28021478653,74.56661600815623,92.57950101579938,144.4462890625,144.02065853721217,8.062858581542969,40170.91796875,1.3184747695922852,1.148248553276062,0.8155770897865295,1.9111344814300537,1.382437825202942,1.1454087495803833
traffic,autoformer,CI,OT,1,2146561,2107649,38912,238893.95880699158,15919.194316864014,70.8653429934853,194.05816282544816,62.45654296875,62.43844777960526,8.188480377197266,13242.546875,1.428715705871582,1.1952890157699585,0.9523845314979553,1.428715705871582,1.1952890157699585,0.9523845314979553
